mark1,mark2,mark3,attendance,fee_paid_flag,edu_loan_flag,yearly_income,yearly_fees,dropped_out
66,15,36,81,1,1,215043,106424,0
87,45,50,87,1,1,106152,91038,0
86,38,14,44,1,1,92351,125912,0
58,30,7,91,1,1,241112,75149,0
71,87,37,80,0,0,277977,25566,0
53,0,82,47,1,1,269631,142474,0
100,10,55,50,0,0,434521,61576,1
66,84,46,55,1,1,110616,73318,0
50,3,89,78,1,1,292493,89550,0
96,70,9,86,1,1,204969,147059,1
91,25,77,63,1,0,335154,71408,1
7,49,48,100,1,0,483370,73506,0
33,11,40,60,1,1,171822,137998,1
34,94,82,91,1,1,201186,99149,0
95,80,29,62,1,0,331194,60167,0
87,96,4,88,0,0,296309,53699,0
77,74,94,77,1,1,333269,137017,0
31,91,70,86,1,0,493612,69545,0
45,95,82,47,1,1,225918,120769,0
15,64,30,46,0,0,463612,72429,1
67,46,51,41,1,1,404805,133927,0
36,91,87,69,1,1,307156,107350,0
53,52,97,52,1,1,138116,43386,0
84,70,22,62,1,1,169233,79273,1
13,1,47,68,1,1,482189,132312,1
94,23,39,77,1,0,466790,61585,0
54,3,5,100,1,1,402299,124292,1
47,18,37,76,1,0,441987,27509,0
81,25,40,59,1,1,63869,107852,1
6,74,99,72,1,1,112167,131153,1
73,39,26,68,1,1,237219,96607,0
6,49,74,89,1,1,293758,113278,0
32,42,68,54,1,1,193194,132385,0
22,74,56,62,1,1,224899,98764,0
84,66,16,81,1,1,194407,97150,0
18,11,70,42,1,1,301536,95837,1
18,66,90,76,1,1,375720,144045,0
35,26,46,95,1,1,71677,83305,0
28,53,78,68,1,1,471439,121085,0
59,65,12,84,0,0,473030,62851,0
81,48,10,47,1,1,175662,96910,0
1,15,89,61,1,0,486401,54407,1
0,1,85,92,1,1,126794,66606,0
46,59,91,68,1,1,125675,127277,1
68,53,23,41,1,1,354469,99518,0
19,29,92,80,1,1,90503,116794,0
10,83,72,88,1,0,331658,65652,0
1,37,3,98,1,1,106196,30248,0
66,27,45,89,1,0,464133,30515,0
86,24,17,84,1,0,497915,120578,0
11,95,42,40,1,1,406777,112345,1
19,9,79,83,1,0,231191,30830,0
4,59,32,59,1,1,133324,80631,1
36,41,92,91,1,1,468277,120784,0
37,39,9,60,1,1,191019,145496,1
93,96,72,76,0,0,397694,26799,0
8,76,58,47,1,0,392475,94083,1
97,41,30,66,1,1,213704,117098,0
52,46,27,86,1,0,200424,34328,0
43,36,59,98,1,0,335797,32679,0
98,79,2,74,1,0,248187,41058,0
85,21,54,45,1,1,409438,146226,0
23,56,13,99,1,1,93755,117773,0
80,83,57,84,1,0,416440,66696,1
73,26,88,83,1,1,148354,105442,1
29,40,14,58,1,1,384132,128963,1
58,79,1,100,0,0,350065,58872,0
86,33,23,57,1,0,358812,74971,1
95,31,77,95,1,1,367319,102083,1
80,89,63,40,1,0,228810,43306,1
80,88,70,64,1,0,365596,48210,0
13,65,99,66,1,1,249395,65693,0
8,11,23,46,0,0,358293,48239,1
39,39,26,83,1,1,294965,113366,0
65,72,36,81,1,1,327983,88917,0
24,75,93,68,1,1,52155,120368,1
72,89,90,70,1,1,450235,124893,0
21,72,38,83,1,1,104512,114377,0
3,9,62,82,1,0,398294,27447,0
25,95,78,75,1,1,176041,105904,0
57,97,25,58,1,0,338334,40271,0
28,47,64,45,1,1,323072,85875,1
97,19,3,64,1,1,360569,139509,1
86,38,28,70,1,1,124134,138469,0
36,59,0,48,1,1,159875,105510,1
74,65,49,59,1,1,267189,112045,0
69,64,85,49,1,1,174264,123434,1
17,50,10,76,1,1,230046,76843,1
84,35,73,66,1,0,422335,46221,0
41,23,58,52,1,1,491012,147108,0
99,26,61,80,1,1,229815,84388,0
40,1,80,41,1,1,415860,112799,1
37,30,35,89,1,1,251107,76467,0
33,56,55,60,1,0,480893,93269,0
16,77,89,72,1,1,106321,131414,0
36,65,20,63,1,0,425926,90585,1
24,28,12,92,1,1,159398,63086,0
75,14,8,83,1,1,371117,130937,0
86,11,10,81,1,1,102414,106624,0
85,100,74,73,0,0,468818,101144,0
84,27,69,99,1,0,298749,20638,0
26,83,0,48,1,1,341836,93245,1
56,23,69,41,0,0,418102,90679,0
30,20,76,94,1,0,360894,82934,0
5,9,85,95,1,0,464976,86760,1
90,77,55,69,1,0,380600,67234,0
39,100,30,61,0,0,336229,81049,1
97,17,85,85,1,1,335069,83843,0
11,87,36,50,1,0,317759,68047,0
52,13,46,94,1,1,349227,130406,0
70,33,90,82,1,1,422908,122549,0
9,57,77,56,1,1,59605,29741,0
44,75,46,75,1,1,423237,140111,0
16,21,68,52,0,0,356752,83004,1
25,69,57,46,1,0,440932,81489,1
84,35,35,55,1,1,69192,42991,1
91,44,31,72,1,1,446547,125711,0
61,35,97,84,1,0,363474,46081,0
45,21,63,40,1,1,278464,142761,0
63,77,70,50,1,1,362093,133094,1
1,79,41,45,1,1,118382,77304,0
53,60,47,59,0,0,149233,35642,0
64,99,73,74,1,1,480802,147310,0
50,55,80,83,1,1,102243,95103,0
52,88,29,76,1,1,412710,127163,0
35,95,20,80,1,1,370762,124072,0
25,32,59,65,1,1,188621,137062,1
28,44,12,97,1,1,430312,138778,0
20,35,0,51,1,1,102494,37399,1
10,19,64,69,1,0,269045,53103,1
39,17,32,67,1,1,336102,131257,1
10,37,37,66,0,0,270851,35330,1
35,66,24,81,1,0,157960,36464,0
58,22,25,58,1,0,152478,22134,1
38,95,76,44,1,1,480754,144679,0
98,15,58,97,1,1,55833,69409,0
53,58,91,44,0,0,466602,115198,0
97,68,32,80,1,0,298053,20184,0
54,67,100,66,1,1,149341,115923,0
23,20,40,67,1,1,252850,141529,1
21,77,29,65,1,1,144240,69274,0
68,94,56,66,1,1,420099,126360,1
55,77,48,91,1,0,468048,92799,0
32,69,47,88,1,1,258929,139388,0
35,11,71,81,1,1,220002,75810,0
19,15,48,60,1,1,213479,98727,1
82,80,46,40,1,1,316217,89050,1
98,86,55,93,1,1,329811,140321,0
80,13,64,67,1,0,459251,52734,0
61,60,11,87,1,1,56732,91613,0
97,70,68,97,1,0,367241,70546,0
72,45,87,97,1,1,53487,55120,0
25,31,5,54,0,0,281560,68484,1
65,14,88,94,0,0,369846,80563,0
72,43,64,56,1,1,307743,95036,0
72,16,24,65,1,0,407105,100528,1
39,40,0,59,1,1,135107,75113,1
16,53,31,64,1,0,472291,73096,1
0,43,2,52,0,0,157721,30133,1
88,97,48,72,1,0,383175,26405,0
60,4,18,64,1,0,396361,50269,1
42,26,59,47,1,1,326925,102410,0
41,86,28,44,1,1,352009,116993,0
24,77,49,45,1,1,58469,135742,0
38,78,1,62,1,0,357311,37085,1
34,42,72,91,1,0,305938,55702,0
2,96,55,69,1,1,262810,140075,0
100,30,16,53,1,1,332072,99883,0
43,98,59,93,1,0,257593,33502,0
50,16,35,62,1,0,351743,66479,1
93,91,60,50,1,0,459991,99384,0
97,82,16,70,1,1,378648,107957,0
11,53,48,45,1,1,120687,34426,1
18,61,75,50,1,0,470020,90231,0
100,86,59,52,1,1,421266,134507,0
43,31,19,51,1,0,213331,35860,1
58,39,49,93,1,0,306797,66865,0
48,12,2,41,1,1,136284,67404,1
60,83,42,92,1,1,135227,111246,0
16,34,56,74,1,1,147556,77423,0
73,4,49,94,1,1,93560,110947,0
56,72,67,75,1,1,339400,94379,0
54,28,80,56,1,1,56125,51152,0
46,69,49,67,1,1,54370,135104,0
11,24,36,67,1,1,54838,101109,1
61,94,45,61,1,1,164479,123870,1
79,21,41,77,1,1,107429,50737,0
87,65,14,46,1,0,446350,74325,1
82,44,32,54,1,0,292067,58767,1
7,68,79,71,1,1,93199,113792,0
94,90,10,50,1,1,127092,122170,1
20,88,19,63,1,0,437069,61705,1
80,71,23,42,1,0,214894,22002,1
86,0,63,69,1,1,274585,102159,0
100,83,79,45,1,0,332257,80237,0
79,43,93,97,1,1,244666,136632,0
69,86,97,41,1,1,146102,75713,0
71,95,64,100,1,0,314813,61815,0
24,74,87,53,1,1,230499,84997,0
81,38,87,80,1,1,194010,80859,1
88,53,72,57,1,1,448933,134229,0
11,87,85,90,1,1,389962,145526,0
14,74,75,83,1,0,490875,83236,0
58,28,16,70,1,1,245647,107787,0
25,53,88,52,1,1,129737,137882,0
25,89,91,65,1,0,459505,98243,0
46,15,60,83,1,1,74406,109653,1
31,98,14,51,0,0,277894,42743,0
9,19,93,57,1,1,62873,76739,0
15,45,50,48,1,1,175812,139492,1
70,66,26,88,1,0,394192,96326,0
16,64,85,60,1,1,73461,133605,0
22,57,73,87,1,1,463926,118156,0
25,52,60,88,1,1,63448,101132,0
84,0,57,92,1,1,65198,50339,0
85,80,30,95,1,1,123158,54121,0
6,65,90,79,1,0,494015,62995,0
13,28,11,82,1,1,275075,72032,1
78,83,45,63,1,1,216033,134132,0
6,69,30,73,1,1,224079,69831,0
8,7,31,47,1,1,115470,61446,1
47,28,31,83,1,1,233328,138308,0
71,50,98,92,1,1,70739,146530,0
58,32,52,72,1,0,396198,65678,0
86,2,60,62,1,1,370330,144318,1
92,59,45,52,1,1,76547,40698,0
81,34,84,93,1,1,144472,125168,0
94,68,73,92,1,1,397967,100252,0
93,90,79,88,1,1,156887,116342,0
38,75,6,53,1,1,232503,103404,1
98,83,3,53,1,0,468692,67918,0
17,19,90,55,1,1,259483,116666,0
58,72,51,88,1,1,322830,135378,0
16,38,88,77,1,1,198608,77235,0
13,3,30,97,1,0,346206,26125,0
30,18,74,99,1,1,360360,127508,0
23,90,83,78,1,1,468257,141356,0
98,44,35,65,1,1,343797,147422,0
59,42,53,65,1,1,71673,120651,0
44,12,53,40,1,1,191439,67511,1
97,12,16,71,1,1,69629,122012,0
2,59,74,96,1,1,170756,49046,0
36,56,29,54,1,1,161641,108296,0
42,85,98,91,1,1,337207,142618,0
39,91,21,60,1,0,331466,30114,0
89,51,42,57,1,0,265618,20637,0
54,52,26,69,1,0,324837,58634,0
86,85,36,99,1,1,190313,108713,0
38,42,45,97,1,0,472994,55776,0
14,82,34,52,1,0,414523,43600,1
3,71,3,63,1,1,324795,101787,1
92,71,79,69,1,0,207038,46809,0
85,41,79,41,1,0,321419,43756,0
24,89,84,58,1,1,95606,79469,0
12,25,25,86,1,1,51658,58368,0
81,22,99,83,1,1,275571,97185,0
32,42,18,86,1,1,122468,147169,1
15,76,80,64,1,0,457464,96902,1
41,27,44,89,1,0,467653,31880,0
65,8,25,53,1,1,220799,103319,1
54,19,21,45,1,1,199273,145214,1
98,55,57,51,1,1,91150,77155,0
41,82,62,59,1,1,296220,136193,1
33,38,27,62,1,1,327143,107762,1
29,50,64,69,1,1,301775,126745,1
12,11,43,69,1,1,318520,85316,1
12,78,99,77,1,0,363817,90856,0
17,94,42,97,1,0,315620,28727,0
31,54,36,69,1,1,298465,97260,1
95,77,65,80,0,0,382046,59211,0
98,10,16,69,1,1,403413,105469,0
38,25,39,96,1,1,259066,98930,0
45,41,37,97,1,1,148331,125256,0
28,26,84,75,1,0,463831,61417,0
61,10,60,88,1,1,61164,104658,0
92,37,8,73,1,1,351460,121673,0
61,97,76,55,1,1,249632,82827,1
56,42,74,63,1,0,210631,51437,1
15,18,60,53,1,0,375112,40519,1
55,63,79,65,1,0,247872,27983,0
9,5,15,47,1,1,190119,64656,1
29,45,1,53,1,1,488201,138099,1
24,41,71,70,1,0,253195,25635,0
83,91,42,41,1,1,449793,122373,0
4,64,41,87,1,1,184942,124555,0
64,98,76,43,1,1,84094,129883,1
93,71,56,40,1,1,367473,137873,1
48,58,80,94,1,0,190289,39622,0
2,51,87,59,1,1,395282,143140,0
44,46,66,98,1,1,116141,124041,0
13,6,29,53,1,1,203415,94975,1
29,10,12,79,1,1,178307,113445,0
67,60,18,64,1,1,231894,80666,0
17,67,6,99,1,1,456219,120877,0
61,24,8,64,1,0,475305,76005,1
36,11,82,42,1,0,496811,118429,0
24,25,53,44,1,1,395341,127725,1
47,11,85,77,0,0,394462,31403,0
64,42,81,93,1,1,211101,80477,0
52,50,60,65,1,1,129023,119610,0
78,36,86,79,1,0,494540,120405,0
72,45,1,77,1,1,364106,132985,0
14,52,49,77,1,0,425181,85035,0
48,87,74,43,1,0,220114,52903,0
87,79,30,46,1,1,137601,112489,1
67,12,32,69,1,0,134859,27311,1
11,88,77,69,1,1,140933,70611,1
58,53,79,95,1,1,95957,117561,0
36,56,10,58,1,0,395008,40615,1
60,3,32,78,1,0,438502,76808,0
100,74,6,74,1,0,355883,53580,0
42,95,30,79,1,0,350877,77052,0
69,48,47,72,1,1,95389,143731,0
38,6,46,72,1,1,210787,111856,1
55,10,77,53,1,1,220188,62898,0
62,91,91,77,0,0,369066,43952,1
45,53,52,49,0,0,499467,102790,1
87,86,79,96,1,1,67580,35227,0
10,44,18,67,1,0,428044,33760,1
61,22,80,53,1,0,444039,28826,0
76,27,89,75,1,1,309073,99475,0
97,56,5,77,1,1,273080,118972,0
24,25,48,55,1,1,319228,103213,1
70,24,72,99,1,0,390135,80432,0
51,53,49,60,1,0,453823,93996,1
3,28,80,67,1,1,132455,78204,1
58,82,94,72,1,0,424684,28673,0
71,96,11,45,1,1,426684,113402,0
19,35,22,80,0,0,303297,56158,0
92,13,53,54,1,1,193041,94989,0
62,77,68,83,0,0,329477,35904,0
53,34,99,42,1,1,439326,145212,0
73,29,58,82,0,0,279919,35396,0
97,91,35,86,1,1,86668,142982,0
56,16,2,74,1,1,324089,113906,0
89,66,57,53,1,1,152528,107469,0
40,79,87,41,1,1,96526,74039,1
2,29,54,68,1,1,97717,115885,1
5,92,56,43,1,0,282242,24334,0
4,44,16,65,1,1,265238,116996,1
4,78,38,90,1,0,287644,47268,0
53,88,89,51,1,0,402624,84636,0
46,50,67,41,1,0,259421,42068,0
86,46,54,56,1,1,185673,48247,0
48,52,44,74,1,1,325074,85121,0
8,63,75,49,1,1,54333,143761,0
98,37,0,87,1,1,252007,108670,0
19,63,20,61,1,0,170384,36285,1
60,86,82,80,1,1,67839,120539,0
34,88,20,82,1,1,363481,106903,0
49,6,51,60,1,1,483420,148255,1
81,21,81,54,1,1,70195,44136,0
61,80,42,74,1,0,471064,80378,0
16,81,51,87,1,1,139229,57787,0
87,40,66,60,1,0,425395,44425,1
2,73,43,60,1,1,162265,115001,1
31,9,31,60,0,0,310775,38961,1
98,56,9,99,1,0,221926,53443,0
12,6,63,83,1,0,414130,38823,0
88,49,78,71,1,1,363142,95409,0
72,90,68,94,1,1,248462,91123,0
67,51,67,44,1,1,343702,124249,0
13,32,27,78,0,0,315129,45852,1
100,0,52,48,1,0,373938,57535,0
97,52,50,92,1,1,93585,27004,0
10,59,52,57,1,1,265886,126032,0
55,33,3,60,0,0,352408,47823,1
66,3,78,47,1,1,476542,124913,0
91,16,16,83,1,0,396960,74086,1
28,3,66,91,1,1,84022,138336,1
8,42,73,73,1,0,458883,27131,0
66,89,46,49,1,1,68065,103232,0
24,3,55,90,0,0,426526,45649,1
97,0,22,80,0,0,178145,24099,0
75,70,17,96,1,0,399335,70806,0
41,93,0,63,1,0,453222,51571,0
8,49,34,79,1,0,383963,50580,0
78,72,63,63,1,1,419302,134163,1
39,60,57,95,1,1,488292,146627,0
24,34,94,71,1,1,249933,114200,0
4,7,58,95,1,1,277391,101118,1
10,23,0,72,0,0,493609,46469,0
58,82,2,77,1,1,315287,85179,0
97,35,66,83,1,1,282413,107938,0
87,49,36,96,1,1,369649,135973,0
78,42,82,95,0,0,455633,44236,0
37,26,28,90,1,0,212372,45110,0
71,31,88,98,0,0,341040,43430,0
4,77,32,88,1,0,297541,64407,0
47,17,99,73,0,0,284051,57948,0
89,27,60,50,1,1,362773,103299,0
17,28,92,70,1,1,470822,134496,1
69,15,89,57,1,1,89916,102565,0
36,98,3,62,1,1,111330,77367,1
59,46,13,99,0,0,319695,58180,0
47,58,90,61,1,0,413116,24652,0
76,30,32,82,1,0,431767,92370,1
27,3,21,57,1,1,237494,122755,1
68,36,47,79,1,1,425360,108023,0
76,16,2,86,1,1,379926,147845,0
80,38,86,80,1,0,377535,27084,0
39,47,84,86,0,0,417101,65630,0
44,45,22,78,1,1,173546,73276,0
95,89,67,59,1,0,437150,100228,1
61,47,20,52,1,1,113411,135052,1
92,38,100,84,1,0,290509,22655,0
57,3,42,40,1,1,123185,77752,1
66,29,94,91,1,1,181960,125737,0
55,29,84,43,1,1,177574,119618,0
39,21,25,63,1,1,238207,67670,1
97,74,40,75,1,1,79424,25272,0
39,65,98,75,0,0,91559,20218,0
90,11,37,84,1,1,298290,116428,0
76,93,87,41,1,0,323219,57471,0
32,35,10,67,1,0,465915,68762,1
5,17,28,65,1,0,229044,41515,1
87,89,59,62,0,0,322094,54307,1
18,52,66,54,1,1,186485,138121,1
79,70,64,75,1,1,89305,98681,0
39,0,60,66,0,0,315713,37986,1
91,57,18,45,1,1,116778,104624,0
96,89,45,74,1,0,414777,90600,0
58,86,48,78,1,1,342229,132092,1
58,89,21,77,1,1,408451,138336,0
47,5,77,74,1,1,404318,135793,0
40,69,56,75,1,1,86163,74888,1
12,43,13,49,1,1,99592,107732,1
44,71,43,69,0,0,268223,31603,0
88,23,15,92,1,1,238405,88024,0
52,85,96,80,1,1,429575,110728,0
41,18,76,77,1,1,58039,48897,0
99,100,11,68,1,0,189270,38802,0
62,17,54,91,1,0,215426,36411,0
26,94,50,98,1,1,296585,80399,0
37,100,38,82,1,1,315968,115202,0
59,29,32,78,1,1,362564,126511,0
6,41,32,89,1,0,401679,80692,0
4,32,28,43,1,1,53436,77676,1
44,73,68,44,1,0,143550,32770,0
57,100,69,43,1,1,221929,93513,1
30,11,30,75,1,1,66057,57429,0
22,93,79,98,1,1,51310,117567,0
41,26,30,84,1,1,176913,145041,0
9,38,88,55,1,1,294841,79429,0
31,8,45,64,1,1,304988,90085,1
52,20,96,53,1,1,116013,40337,0
29,75,76,50,1,1,372166,112901,1
38,28,51,68,1,1,189978,106181,1
30,32,9,73,1,1,190940,133333,0
81,61,87,61,1,1,68546,44507,1
99,14,73,53,1,1,148812,79596,0
1,1,40,95,1,1,122855,90509,0
77,51,94,63,1,1,83149,28436,1
76,43,76,98,1,0,425735,30086,0
92,53,2,78,1,1,248453,103276,0
11,17,58,65,1,1,204756,111054,1
38,2,51,82,1,0,342002,39851,0
65,6,33,75,1,1,95330,59732,0
95,42,48,78,1,0,305052,34842,0
12,81,27,100,1,1,240276,148928,1
45,37,82,55,1,1,404347,141755,0
26,36,86,97,1,1,337437,146072,1
16,57,95,77,1,1,369013,115490,0
94,32,12,98,1,0,402573,21745,0
97,58,96,71,0,0,185701,32697,0
59,94,97,45,1,1,55704,112469,0
63,10,96,73,0,0,182848,23879,0
87,67,68,95,1,1,238327,105697,0
34,81,66,47,1,1,98281,38499,1
69,67,60,69,1,1,166972,108177,1
82,97,59,66,1,1,163532,55035,1
29,92,70,46,1,0,474452,38651,0
70,87,23,66,1,1,116780,95224,1
73,21,62,64,1,1,444549,133369,0
95,65,85,95,1,1,250277,96524,0
97,43,60,85,0,0,494162,109006,0
62,5,22,80,0,0,294955,57249,0
27,41,29,54,0,0,367477,43849,1
59,24,59,64,1,1,208349,119233,1
78,56,17,61,1,1,231678,93309,0
93,84,95,57,1,1,183005,121628,1
36,54,55,51,1,0,214586,49076,0
92,15,52,62,1,1,303130,90123,0
21,94,6,90,1,0,288408,53124,0
67,13,96,84,1,1,139893,35787,0
19,38,68,78,1,1,273679,73462,0
95,27,91,64,1,1,375102,105984,0
99,95,71,49,1,0,450043,91035,0
67,91,78,69,1,1,80844,23841,0
90,50,51,49,1,0,426645,64890,0
63,48,3,73,1,1,403344,147727,1
16,8,33,85,1,1,50792,45402,0
11,57,68,52,1,1,482911,140021,0
21,44,32,93,1,1,133187,131713,1
16,21,68,68,1,1,92510,108591,1
9,31,37,77,1,1,482353,125363,0
64,68,97,80,1,1,163104,86201,0
21,86,25,84,1,1,254482,117807,1
89,68,0,48,0,0,351776,43237,0
81,41,3,52,1,1,217862,62988,0
49,52,38,76,1,1,395712,113803,0
13,95,53,53,1,1,310851,96310,1
63,58,89,76,0,0,474101,20553,0
46,73,32,48,1,1,115214,33860,1
28,38,32,47,1,1,94870,110439,1
75,14,71,78,1,0,309289,27045,0
35,70,19,79,1,1,98110,94916,0
98,28,15,93,1,0,421558,76435,0
51,2,20,42,1,1,186243,118453,1
75,82,44,94,1,1,190661,52261,1
6,9,89,95,1,1,68077,134677,0
28,91,86,86,1,1,377018,98879,0
10,28,81,79,1,1,296797,147632,0
32,78,61,72,1,0,219299,22853,0
5,34,30,71,1,0,458153,95664,0
78,5,41,46,1,1,321898,130884,1
31,11,11,58,0,0,337832,68022,1
50,37,64,73,1,0,319192,22736,0
74,76,72,53,1,0,334712,53724,0
57,92,2,89,1,0,409727,31440,0
86,18,89,86,1,0,460761,90716,0
25,66,8,85,1,1,144449,50284,0
97,7,50,95,1,1,95217,126911,0
45,7,15,96,1,0,229194,31646,1
97,83,87,58,1,1,214818,104565,0
28,46,77,90,1,0,451925,105694,0
3,3,2,93,1,0,177873,34342,1
80,50,97,98,1,1,337502,123317,0
98,84,96,65,1,1,164064,85620,0
12,66,23,56,1,1,323167,84261,1
38,44,72,93,1,1,145387,147932,0
14,7,12,67,1,1,209828,148397,1
28,86,1,58,1,0,235353,21935,1
28,15,70,66,1,0,492505,116002,1
74,76,20,87,1,1,136728,62376,0
31,66,18,91,1,1,228331,94798,0
1,8,88,96,1,1,199911,97140,0
46,59,46,58,1,0,339554,62481,0
77,77,21,72,1,1,155696,108669,0
83,76,74,90,1,1,323591,136189,0
21,70,32,46,1,1,167954,114203,0
74,14,31,68,1,1,136569,75721,1
26,70,63,94,1,1,287963,120777,0
66,97,84,82,1,1,256737,119039,0
80,40,38,44,1,0,408038,22838,1
55,21,83,69,1,0,326051,55330,1
91,23,71,88,1,1,71637,98976,0
92,100,41,82,1,1,219268,122210,1
20,43,100,95,1,1,465585,119576,1
46,0,8,97,1,1,276089,123140,0
79,9,24,47,1,1,278289,120166,1
100,79,88,81,1,1,183661,56994,0
58,71,96,51,1,1,73560,111875,0
83,55,1,81,1,0,315178,50384,0
5,88,18,52,1,1,181241,65378,1
18,49,19,65,1,1,142449,127318,1
56,11,92,57,1,1,53239,52643,0
68,88,69,81,1,1,53415,36926,0
2,80,16,90,0,0,389088,58977,0
0,59,88,91,1,1,184556,137453,0
57,25,67,88,1,0,366131,43652,0
37,77,93,59,1,1,68225,83295,1
14,40,83,55,1,0,130459,30270,0
33,35,2,76,1,1,242176,102804,0
60,22,86,42,1,0,333080,81630,0
34,42,50,66,1,0,351756,56417,0
63,5,81,54,1,1,407677,147390,1
24,68,25,97,1,0,433021,66894,0
23,42,55,73,1,0,414413,76042,0
11,24,99,84,1,1,89952,83253,0
17,17,63,61,1,0,371089,68841,1
14,61,7,79,1,1,268471,72723,0
79,12,80,62,1,0,317524,40317,1
26,42,94,98,1,1,231370,75008,0
71,77,36,88,1,1,130821,56434,0
59,27,96,43,1,0,470476,66125,0
45,17,26,90,0,0,476095,100984,0
88,58,44,93,1,1,197215,95449,0
16,59,3,96,1,1,361888,94102,0
92,62,85,80,1,1,254021,117980,0
52,56,89,62,1,1,212650,101141,1
7,91,95,86,0,0,392406,20557,0
78,50,87,99,1,1,369475,127776,0
26,55,98,48,1,1,142551,64383,1
45,26,36,63,0,0,375959,26040,1
49,31,95,60,1,1,121519,66652,0
70,8,70,80,1,1,200250,119432,0
2,95,32,85,1,1,142526,136048,0
92,83,30,94,1,1,256929,80941,0
63,91,54,92,1,1,241269,107340,0
43,96,11,55,1,1,159365,94828,1
52,67,10,95,1,0,348510,46110,0
23,45,87,94,1,0,496171,25349,0
59,97,71,64,1,1,149830,50374,0
2,66,31,65,1,1,287285,104545,1
19,25,56,88,1,1,354055,130623,0
45,7,37,84,1,0,395566,62591,0
14,5,59,48,1,0,103619,20057,1
24,79,85,54,1,1,487512,144007,1
93,23,97,78,1,1,334935,94039,0
77,47,18,72,1,1,320445,113829,0
70,93,83,40,1,1,176866,140536,0
16,44,55,44,1,1,281730,84578,1
83,12,13,95,1,1,153623,128497,0
99,68,32,48,1,0,424968,39121,0
8,24,9,83,1,0,478995,25493,0
37,19,79,45,1,1,86894,148758,0
47,81,63,67,1,1,391762,122181,1
59,81,63,84,1,0,492466,87818,0
62,65,61,65,1,1,383138,108706,0
85,73,67,67,1,1,91770,129679,0
1,44,90,79,1,1,72300,140196,1
87,46,91,54,1,0,168025,21431,1
71,62,42,45,1,1,249307,80469,0
10,75,79,66,0,0,472701,82241,0
63,76,58,77,1,0,432749,65294,0
76,54,51,43,1,1,90285,120079,1
80,74,96,50,1,1,247627,144198,0
71,18,18,60,1,1,167713,106127,1
20,34,20,69,1,0,213543,31351,1
17,52,21,57,1,1,98671,52483,1
93,25,8,74,1,0,430360,51195,0
63,13,8,42,1,1,332414,132943,1
81,44,72,51,1,1,169870,144208,1
94,43,26,66,1,1,177897,122689,0
37,87,16,92,1,0,456914,42735,0
31,64,43,69,1,0,295526,35203,0
10,50,44,60,1,0,284954,23974,1
44,42,7,77,1,1,384409,124209,0
88,85,79,60,1,1,220801,139365,1
32,22,17,99,1,1,61171,122769,0
40,55,32,77,1,1,372828,143099,0
7,18,0,79,1,0,498381,105222,0
10,81,75,54,1,1,99948,59713,1
85,75,5,57,1,1,84725,129362,0
50,54,40,91,1,1,331594,144776,0
87,91,54,68,0,0,456516,32636,1
40,91,4,87,1,0,438044,55070,0
16,59,58,77,1,1,134600,49123,0
75,58,79,99,1,1,185513,140973,0
45,32,17,60,1,1,161315,51812,1
31,18,48,56,0,0,462548,48760,1
78,27,81,80,1,1,70115,24966,0
79,51,64,90,1,1,149405,131751,0
53,48,82,57,1,1,137404,138414,1
85,36,53,96,0,0,485213,103962,0
91,25,60,94,1,1,267223,99698,0
19,98,7,76,1,0,194687,36058,0
32,97,2,99,1,1,195804,61482,0
73,98,24,77,1,1,468583,129203,0
39,39,68,51,1,0,160670,22998,1
31,79,54,50,1,1,92738,142659,0
96,37,39,87,1,1,292368,81265,0
1,76,82,91,1,1,182053,86445,0
96,86,81,88,1,1,243953,131033,0
32,53,49,59,1,1,239681,138821,0
76,21,94,48,1,0,393810,54648,0
29,15,32,40,1,0,396495,80623,1
32,27,17,97,0,0,451782,98033,0
76,34,56,42,1,1,252957,104480,0
25,59,15,60,1,1,60728,27527,1
21,44,79,62,1,1,417996,124000,0
65,45,37,48,0,0,396055,23072,0
37,71,40,93,1,0,167616,32018,1
89,54,6,58,1,0,268422,49652,0
45,85,77,84,1,0,348358,24476,0
14,84,52,94,1,1,239007,129371,0
97,25,62,85,1,1,268153,115768,0
43,84,88,91,0,0,357732,47482,0
48,24,31,58,1,1,200025,122793,1
74,64,37,62,1,0,380552,82513,0
60,5,21,66,1,1,346247,106411,1
66,22,15,66,1,1,120949,36219,1
5,63,51,78,0,0,275877,50448,0
8,86,28,75,0,0,492480,99903,0
5,42,15,51,1,0,201228,45120,1
72,22,75,94,1,1,63423,26855,0
94,95,16,66,0,0,350206,76553,0
31,29,100,85,1,1,223877,88633,0
40,76,63,73,1,0,314131,64585,0
75,17,90,72,1,1,112979,105425,1
7,86,88,67,1,0,349741,21084,1
71,78,12,70,1,1,133905,118856,0
49,96,71,71,0,0,208940,41944,0
91,20,55,89,1,1,126970,53921,0
61,56,4,59,1,1,113805,81282,0
83,22,11,79,1,1,169779,107393,0
61,90,40,74,1,0,459852,71397,0
6,44,2,70,1,1,107467,149822,0
74,43,98,97,1,0,157732,38070,1
83,81,32,70,1,1,198079,74987,0
79,87,85,77,1,1,413604,135381,0
3,46,49,61,1,1,257936,76690,1
5,39,55,84,1,0,446605,110011,0
57,50,8,80,1,1,168105,81134,0
21,41,81,48,1,1,174535,149170,1
25,6,49,91,1,1,321602,107755,0
